run_id,mode,K,dtype,peak_rss_mb,wall_sec,iters,top10_signature
1,dense,8,float32,412.546875,0.6909678000083659,14,"75,8686,9678,5104,725,3257,468,7730,7175,5526"
2,dense,8,float32,412.6953125,0.5129184999968857,14,"75,8686,9678,5104,725,3257,468,7730,7175,5526"
3,dense,8,float32,412.67578125,0.602344200015068,14,"75,8686,9678,5104,725,3257,468,7730,7175,5526"
